userID,username,name,created_at,followers_count,following_count,tweet_count,ESPN_name,conference,state,institution_name
576475296,AF_WBB,Air Force Women's Basketball,2012-05-10 16:58:02+00:00,3645,192,6405,Air Force Falcons,Mountain West,CO,United States Air Force Academy
759511459,ArmyWP_WBB,Army Women's Basketball,2012-08-15 14:45:04+00:00,5785,828,9970,Army Black Knights,Patriot League,NY,United States Military Academy
326955427,NavyWBB,Navy Women's Basketball,2011-06-30 19:20:30+00:00,3651,277,4664,Navy Midshipmen,Patriot League,MD,United States Naval Academy
900068228,UAlbanyWBB,UAlbany WBB,2012-10-23 15:18:08+00:00,5224,217,10362,Albany Great Danes,America East,NY,SUNY at Albany
764413795,UBwomenshoops,UB Women's Hoops,2012-08-17 20:41:49+00:00,8254,205,8357,Buffalo Bulls,Mid-American,NY,University at Buffalo
601178398,ZipsWBB,Akron Zips Women’s Basketball,2012-06-06 18:16:40+00:00,5717,386,11649,Akron Zips,Mid-American,OH,University of Akron Main Campus
83875176,AlabamaWBB,Alabama Women’s Basketball,2009-10-20 16:20:36+00:00,24909,200,15668,Alabama Crimson Tide,SEC,AL,The University of Alabama
1415682262780190720,UAB_WBBALL,UAB Women's Basketball,2021-07-15 14:38:55+00:00,1640,214,2568,UAB Blazers,Conference USA,AL,University of Alabama at Birmingham
805589190,ArizonaWBB,Arizona Basketball,2012-09-05 23:13:19+00:00,27865,365,17269,Arizona Wildcats,Pac-12,AZ,University of Arizona
1920194935,LittleRockWBB,Little Rock WBB,2013-09-30 13:55:18+00:00,3553,121,12295,Little Rock Trojans,Ohio Valley,AR,University of Arkansas at Little Rock
621264046,RazorbackWBB,Razorback WBB,2012-06-28 19:51:32+00:00,32325,265,13950,Arkansas Razorbacks,SEC,AR,University of Arkansas
910236123854774272,UAPBLionsWBB,UAPB Women’s Basketball,2017-09-19 20:16:18+00:00,2401,221,902,Arkansas-Pine Bluff Golden Lions,SWAC,AR,University of Arkansas at Pine Bluff
321017030,CalWBBall,Cal Basketball,2011-06-20 22:04:41+00:00,12715,480,22001,California Golden Bears,Pac-12,CA,University of California-Berkeley
1452108896,ucdaviswbb,UC Davis Women’s Basketball,2013-05-23 17:48:57+00:00,3422,548,4178,UC Davis Aggies,Big West,CA,University of California-Davis
335326031,UCIwbb,UCI Women's Basketball,2011-07-14 14:22:39+00:00,2657,331,8102,UC Irvine Anteaters,Big West,CA,University of California-Irvine
327099499,UCLAWBB,UCLA W. Basketball,2011-07-01 00:28:58+00:00,22175,1898,19567,UCLA Bruins,Pac-12,CA,University of California-Los Angeles
